model_name,mrr@1,mrr@3,mrr@5,mrr@10,recall@1,recall@3,recall@5,recall@10,precision@1,precision@3,precision@5,precision@10,avg_latency_sec,embedder,source,database,use_first_chunk_only,chunk_size,overlap,num_docs,num_chunks,experiment_time,docs_load_time_sec,embedder_load_time_sec,prompt_mode,estimated_cost_usd,actual_cost_usd,estimated_tokens,doc_tokens_est,query_tokens_est,cpu_time_sec,gpu_time_sec,max_gpu_memory_allocated_mb,max_gpu_memory_reserved_mb,distance_metric
BM25_k12_b1,0.884375,0.925,0.9310937499999999,0.9316145833333334,0.884375,0.96875,0.99375,0.996875,0.884375,0.3229166666666667,0.19874999999999998,0.0996875,0.01595687634544447,bm25,local,,False,0,0,20,20,72.56113314628601,67.36761856079102,none,none,none,none,none,none,none,none,none,none,none,cosine
